Name,Description,Range,Increment,Value,Read_only
OSD1_XTRACK_X,Horizontal position on screen,0 29,,,
OSD1_XTRACK_Y,Vertical position on screen,0 15,,,
OSD1_DIST_EN,Displays total distance flown,,,0|1|,
OSD1_DIST_X,Horizontal position on screen,0 29,,,
OSD1_DIST_Y,Vertical position on screen,0 15,,,
OSD1_STATS_EN,Displays flight stats,,,0|1|,
OSD1_STATS_X,Horizontal position on screen,0 29,,,
OSD1_STATS_Y,Vertical position on screen,0 15,,,
OSD1_FLTIME_EN,Displays total flight time,,,0|1|,
OSD1_FLTIME_X,Horizontal position on screen,0 29,,,
OSD1_FLTIME_Y,Vertical position on screen,0 15,,,
OSD1_CLIMBEFF_EN,Displays climb efficiency (climb rate/current),,,0|1|,
OSD1_CLIMBEFF_X,Horizontal position on screen,0 29,,,
OSD1_CLIMBEFF_Y,Vertical position on screen,0 15,,,
OSD1_EFF_EN,Displays flight efficiency (mAh/km or /mi),,,0|1|,
OSD1_EFF_X,Horizontal position on screen,0 29,,,
OSD1_EFF_Y,Vertical position on screen,0 15,,,
OSD1_BTEMP_EN,Displays temperature reported by secondary barometer,,,0|1|,
OSD1_BTEMP_X,Horizontal position on screen,0 29,,,
OSD1_BTEMP_Y,Vertical position on screen,0 15,,,
OSD1_ATEMP_EN,Displays temperature reported by primary airspeed sensor,,,0|1|,
OSD1_ATEMP_X,Horizontal position on screen,0 29,,,
OSD1_ATEMP_Y,Vertical position on screen,0 15,,,
OSD1_BAT2_VLT_EN,Displays battery2 voltage,,,0|1|,
OSD1_BAT2_VLT_X,Horizontal position on screen,0 29,,,
OSD1_BAT2_VLT_Y,Vertical position on screen,0 15,,,
OSD1_BAT2USED_EN,Displays secondary battery mAh consumed,,,0|1|,
OSD1_BAT2USED_X,Horizontal position on screen,0 29,,,
OSD1_BAT2USED_Y,Vertical position on screen,0 15,,,
OSD1_ASPD2_EN,Displays airspeed reported directly from secondary airspeed sensor,,,0|1|,
OSD1_ASPD2_X,Horizontal position on screen,0 29,,,
OSD1_ASPD2_Y,Vertical position on screen,0 15,,,
OSD1_ASPD1_EN,Displays airspeed reported directly from primary airspeed sensor,,,0|1|,
OSD1_ASPD1_X,Horizontal position on screen,0 29,,,
OSD1_ASPD1_Y,Vertical position on screen,0 15,,,
OSD1_CLK_EN,Displays a clock panel based on AP_RTC local time,,,0|1|,
OSD1_CLK_X,Horizontal position on screen,0 29,,,
OSD1_CLK_Y,Vertical position on screen,0 15,,,
OSD1_SIDEBARS_EN,Displays artificial horizon side bars,,,0|1|,
OSD1_SIDEBARS_X,Horizontal position on screen,0 29,,,
OSD1_SIDEBARS_Y,Vertical position on screen,0 15,,,
OSD1_CRSSHAIR_EN,Displays artificial horizon crosshair (MSP OSD only),,,0|1|,
OSD1_CRSSHAIR_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD1_CRSSHAIR_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD1_HOMEDIST_EN,Displays distance from HOME (MSP OSD only),,,0|1|,
OSD1_HOMEDIST_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD1_HOMEDIST_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD1_HOMEDIR_EN,Displays relative direction to HOME (MSP OSD only),,,0|1|,
OSD1_HOMEDIR_X,Horizontal position on screen,0 29,,,
OSD1_HOMEDIR_Y,Vertical position on screen,0 15,,,
OSD1_POWER_EN,Displays power (MSP OSD only),,,0|1|,
OSD1_POWER_X,Horizontal position on screen,0 29,,,
OSD1_POWER_Y,Vertical position on screen,0 15,,,
OSD1_CELLVOLT_EN,Displays average cell voltage (MSP OSD only),,,0|1|,
OSD1_CELLVOLT_X,Horizontal position on screen,0 29,,,
OSD1_CELLVOLT_Y,Vertical position on screen,0 15,,,
OSD1_BATTBAR_EN,Displays battery usage bar (MSP OSD only),,,0|1|,
OSD1_BATTBAR_X,Horizontal position on screen,0 29,,,
OSD1_BATTBAR_Y,Vertical position on screen,0 15,,,
OSD1_ARMING_EN,Displays arming status (MSP OSD only),,,0|1|,
OSD1_ARMING_X,Horizontal position on screen,0 29,,,
OSD1_ARMING_Y,Vertical position on screen,0 15,,,
OSD1_PLUSCODE_EN,Displays pluscode (OLC) element,,,0|1|,
OSD1_PLUSCODE_X,Horizontal position on screen,0 29,,,
OSD1_PLUSCODE_Y,Vertical position on screen,0 15,,,
OSD1_CALLSIGN_EN,Displays callsign from callsign.txt on microSD card,,,0|1|,
OSD1_CALLSIGN_X,Horizontal position on screen,0 29,,,
OSD1_CALLSIGN_Y,Vertical position on screen,0 15,,,
OSD1_CURRENT2_EN,Displays 2nd battery current,,,0|1|,
OSD1_CURRENT2_X,Horizontal position on screen,0 29,,,
OSD1_CURRENT2_Y,Vertical position on screen,0 15,,,
OSD1_VTX_PWR_EN,Displays VTX Power,,,0|1|,
OSD1_VTX_PWR_X,Horizontal position on screen,0 29,,,
OSD1_VTX_PWR_Y,Vertical position on screen,0 15,,,
OSD1_TER_HGT_EN,Displays Height above terrain,,,0|1|,
OSD1_TER_HGT_X,Horizontal position on screen,0 29,,,
OSD1_TER_HGT_Y,Vertical position on screen,0 15,,,
OSD1_AVGCELLV_EN,Displays average cell voltage. WARNING: this can be inaccurate if the cell count is not detected or set properly. If the  the battery is far from fully charged the detected cell count might not be accurate if auto cell count detection is used (OSD_CELL_COUNT=0).,,,0|1|,
OSD1_AVGCELLV_X,Horizontal position on screen,0 29,,,
OSD1_AVGCELLV_Y,Vertical position on screen,0 15,,,
OSD1_RESTVOLT_EN,Displays main battery resting voltage,,,0|1|,
OSD1_RESTVOLT_X,Horizontal position on screen,0 29,,,
OSD1_RESTVOLT_Y,Vertical position on screen,0 15,,,
OSD1_FENCE_EN,Displays indication of fence enable and breach,,,0|1|,
OSD1_FENCE_X,Horizontal position on screen,0 29,,,
OSD1_FENCE_Y,Vertical position on screen,0 15,,,
OSD1_RNGF_EN,Displays a rangefinder's distance in cm,,,0|1|,
OSD1_RNGF_X,Horizontal position on screen,0 29,,,
OSD1_RNGF_Y,Vertical position on screen,0 15,,,
OSD1_LINK_Q_EN,Displays Receiver link quality,,,0|1|,
OSD1_LINK_Q_X,Horizontal position on screen,0 29,,,
OSD1_LINK_Q_Y,Vertical position on screen,0 15,,,
OSD2_ENABLE,Enable this screen,,,0|1|,
OSD2_CHAN_MIN,This sets the PWM lower limit for this screen,900 2100,,,
OSD2_CHAN_MAX,This sets the PWM upper limit for this screen,900 2100,,,
OSD2_ALTITUDE_EN,Enables display of altitude AGL,,,0|1|,
OSD2_ALTITUDE_X,Horizontal position on screen,0 29,,,
OSD2_ALTITUDE_Y,Vertical position on screen,0 15,,,
OSD2_BAT_VOLT_EN,Displays main battery voltage,,,0|1|,
OSD2_BAT_VOLT_X,Horizontal position on screen,0 29,,,
OSD2_BAT_VOLT_Y,Vertical position on screen,0 15,,,
OSD2_RSSI_EN,Displays RC signal strength,,,0|1|,
OSD2_RSSI_X,Horizontal position on screen,0 29,,,
OSD2_RSSI_Y,Vertical position on screen,0 15,,,
OSD2_CURRENT_EN,Displays main battery current,,,0|1|,
OSD2_CURRENT_X,Horizontal position on screen,0 29,,,
OSD2_CURRENT_Y,Vertical position on screen,0 15,,,
OSD2_BATUSED_EN,Displays primary battery mAh consumed,,,0|1|,
OSD2_BATUSED_X,Horizontal position on screen,0 29,,,
OSD2_BATUSED_Y,Vertical position on screen,0 15,,,
OSD2_SATS_EN,Displays number of acquired satellites,,,0|1|,
OSD2_SATS_X,Horizontal position on screen,0 29,,,
OSD2_SATS_Y,Vertical position on screen,0 15,,,
OSD2_FLTMODE_EN,Displays flight mode,,,0|1|,
OSD2_FLTMODE_X,Horizontal position on screen,0 29,,,
OSD2_FLTMODE_Y,Vertical position on screen,0 15,,,
OSD2_MESSAGE_EN,Displays Mavlink messages,,,0|1|,
OSD2_MESSAGE_X,Horizontal position on screen,0 29,,,
OSD2_MESSAGE_Y,Vertical position on screen,0 15,,,
OSD2_GSPEED_EN,Displays GPS ground speed,,,0|1|,
OSD2_GSPEED_X,Horizontal position on screen,0 29,,,
OSD2_GSPEED_Y,Vertical position on screen,0 15,,,
OSD2_HORIZON_EN,Displays artificial horizon,,,0|1|,
OSD2_HORIZON_X,Horizontal position on screen,0 29,,,
OSD2_HORIZON_Y,Vertical position on screen,0 15,,,
OSD2_HOME_EN,Displays distance and relative direction to HOME,,,0|1|,
OSD2_HOME_X,Horizontal position on screen,0 29,,,
OSD2_HOME_Y,Vertical position on screen,0 15,,,
OSD2_HEADING_EN,Displays heading,,,0|1|,
OSD2_HEADING_X,Horizontal position on screen,0 29,,,
OSD2_HEADING_Y,Vertical position on screen,0 15,,,
OSD2_THROTTLE_EN,Displays actual throttle percentage being sent to motor(s),,,0|1|,
OSD2_THROTTLE_X,Horizontal position on screen,0 29,,,
OSD2_THROTTLE_Y,Vertical position on screen,0 15,,,
OSD2_COMPASS_EN,Enables display of compass rose,,,0|1|,
OSD2_COMPASS_X,Horizontal position on screen,0 29,,,
OSD2_COMPASS_Y,Vertical position on screen,0 15,,,
OSD2_WIND_EN,"Displays wind speed and relative direction, on Rover this is the apparent wind speed and direction from the windvane, if fitted",,,0|1|,
OSD2_WIND_X,Horizontal position on screen,0 29,,,
OSD2_WIND_Y,Vertical position on screen,0 15,,,
OSD2_ASPEED_EN,Displays airspeed value being used by TECS (fused value),,,0|1|,
OSD2_ASPEED_X,Horizontal position on screen,0 29,,,
OSD2_ASPEED_Y,Vertical position on screen,0 15,,,
OSD2_VSPEED_EN,Displays climb rate,,,0|1|,
OSD2_VSPEED_X,Horizontal position on screen,0 29,,,
OSD2_VSPEED_Y,Vertical position on screen,0 15,,,
OSD2_ESCTEMP_EN,Displays first esc's temp,,,0|1|,
OSD2_ESCTEMP_X,Horizontal position on screen,0 29,,,
OSD2_ESCTEMP_Y,Vertical position on screen,0 15,,,
OSD2_ESCRPM_EN,Displays first esc's rpm,,,0|1|,
OSD2_ESCRPM_X,Horizontal position on screen,0 29,,,
OSD2_ESCRPM_Y,Vertical position on screen,0 15,,,
OSD2_ESCAMPS_EN,Displays first esc's current,,,0|1|,
OSD2_ESCAMPS_X,Horizontal position on screen,0 29,,,
OSD2_ESCAMPS_Y,Vertical position on screen,0 15,,,
OSD2_GPSLAT_EN,Displays GPS latitude,,,0|1|,
OSD2_GPSLAT_X,Horizontal position on screen,0 29,,,
OSD2_GPSLAT_Y,Vertical position on screen,0 15,,,
OSD2_GPSLONG_EN,Displays GPS longitude,,,0|1|,
OSD2_GPSLONG_X,Horizontal position on screen,0 29,,,
OSD2_GPSLONG_Y,Vertical position on screen,0 15,,,
OSD2_ROLL_EN,Displays degrees of roll from level,,,0|1|,
OSD2_ROLL_X,Horizontal position on screen,0 29,,,
OSD2_ROLL_Y,Vertical position on screen,0 15,,,
OSD2_PITCH_EN,Displays degrees of pitch from level,,,0|1|,
OSD2_PITCH_X,Horizontal position on screen,0 29,,,
OSD2_PITCH_Y,Vertical position on screen,0 15,,,
OSD2_TEMP_EN,Displays temperature reported by primary barometer,,,0|1|,
OSD2_TEMP_X,Horizontal position on screen,0 29,,,
OSD2_TEMP_Y,Vertical position on screen,0 15,,,
OSD2_HDOP_EN,Displays Horizontal Dilution Of Position,,,0|1|,
OSD2_HDOP_X,Horizontal position on screen,0 29,,,
OSD2_HDOP_Y,Vertical position on screen,0 15,,,
OSD2_WAYPOINT_EN,Displays bearing and distance to next waypoint,,,0|1|,
OSD2_WAYPOINT_X,Horizontal position on screen,0 29,,,
OSD2_WAYPOINT_Y,Vertical position on screen,0 15,,,
OSD2_XTRACK_EN,Displays crosstrack error,,,0|1|,
OSD2_XTRACK_X,Horizontal position on screen,0 29,,,
OSD2_XTRACK_Y,Vertical position on screen,0 15,,,
OSD2_DIST_EN,Displays total distance flown,,,0|1|,
OSD2_DIST_X,Horizontal position on screen,0 29,,,
OSD2_DIST_Y,Vertical position on screen,0 15,,,
OSD2_STATS_EN,Displays flight stats,,,0|1|,
OSD2_STATS_X,Horizontal position on screen,0 29,,,
OSD2_STATS_Y,Vertical position on screen,0 15,,,
OSD2_FLTIME_EN,Displays total flight time,,,0|1|,
OSD2_FLTIME_X,Horizontal position on screen,0 29,,,
OSD2_FLTIME_Y,Vertical position on screen,0 15,,,
OSD2_CLIMBEFF_EN,Displays climb efficiency (climb rate/current),,,0|1|,
OSD2_CLIMBEFF_X,Horizontal position on screen,0 29,,,
OSD2_CLIMBEFF_Y,Vertical position on screen,0 15,,,
OSD2_EFF_EN,Displays flight efficiency (mAh/km or /mi),,,0|1|,
OSD2_EFF_X,Horizontal position on screen,0 29,,,
OSD2_EFF_Y,Vertical position on screen,0 15,,,
OSD2_BTEMP_EN,Displays temperature reported by secondary barometer,,,0|1|,
OSD2_BTEMP_X,Horizontal position on screen,0 29,,,
OSD2_BTEMP_Y,Vertical position on screen,0 15,,,
OSD2_ATEMP_EN,Displays temperature reported by primary airspeed sensor,,,0|1|,
OSD2_ATEMP_X,Horizontal position on screen,0 29,,,
OSD2_ATEMP_Y,Vertical position on screen,0 15,,,
OSD2_BAT2_VLT_EN,Displays battery2 voltage,,,0|1|,
OSD2_BAT2_VLT_X,Horizontal position on screen,0 29,,,
OSD2_BAT2_VLT_Y,Vertical position on screen,0 15,,,
OSD2_BAT2USED_EN,Displays secondary battery mAh consumed,,,0|1|,
OSD2_BAT2USED_X,Horizontal position on screen,0 29,,,
OSD2_BAT2USED_Y,Vertical position on screen,0 15,,,
OSD2_ASPD2_EN,Displays airspeed reported directly from secondary airspeed sensor,,,0|1|,
OSD2_ASPD2_X,Horizontal position on screen,0 29,,,
OSD2_ASPD2_Y,Vertical position on screen,0 15,,,
OSD2_ASPD1_EN,Displays airspeed reported directly from primary airspeed sensor,,,0|1|,
OSD2_ASPD1_X,Horizontal position on screen,0 29,,,
OSD2_ASPD1_Y,Vertical position on screen,0 15,,,
OSD2_CLK_EN,Displays a clock panel based on AP_RTC local time,,,0|1|,
OSD2_CLK_X,Horizontal position on screen,0 29,,,
OSD2_CLK_Y,Vertical position on screen,0 15,,,
OSD2_SIDEBARS_EN,Displays artificial horizon side bars,,,0|1|,
OSD2_SIDEBARS_X,Horizontal position on screen,0 29,,,
OSD2_SIDEBARS_Y,Vertical position on screen,0 15,,,
OSD2_CRSSHAIR_EN,Displays artificial horizon crosshair (MSP OSD only),,,0|1|,
OSD2_CRSSHAIR_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD2_CRSSHAIR_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD2_HOMEDIST_EN,Displays distance from HOME (MSP OSD only),,,0|1|,
OSD2_HOMEDIST_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD2_HOMEDIST_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD2_HOMEDIR_EN,Displays relative direction to HOME (MSP OSD only),,,0|1|,
OSD2_HOMEDIR_X,Horizontal position on screen,0 29,,,
OSD2_HOMEDIR_Y,Vertical position on screen,0 15,,,
OSD2_POWER_EN,Displays power (MSP OSD only),,,0|1|,
OSD2_POWER_X,Horizontal position on screen,0 29,,,
OSD2_POWER_Y,Vertical position on screen,0 15,,,
OSD2_CELLVOLT_EN,Displays average cell voltage (MSP OSD only),,,0|1|,
OSD2_CELLVOLT_X,Horizontal position on screen,0 29,,,
OSD2_CELLVOLT_Y,Vertical position on screen,0 15,,,
OSD2_BATTBAR_EN,Displays battery usage bar (MSP OSD only),,,0|1|,
OSD2_BATTBAR_X,Horizontal position on screen,0 29,,,
OSD2_BATTBAR_Y,Vertical position on screen,0 15,,,
OSD2_ARMING_EN,Displays arming status (MSP OSD only),,,0|1|,
OSD2_ARMING_X,Horizontal position on screen,0 29,,,
OSD2_ARMING_Y,Vertical position on screen,0 15,,,
OSD2_PLUSCODE_EN,Displays pluscode (OLC) element,,,0|1|,
OSD2_PLUSCODE_X,Horizontal position on screen,0 29,,,
OSD2_PLUSCODE_Y,Vertical position on screen,0 15,,,
OSD2_CALLSIGN_EN,Displays callsign from callsign.txt on microSD card,,,0|1|,
OSD2_CALLSIGN_X,Horizontal position on screen,0 29,,,
OSD2_CALLSIGN_Y,Vertical position on screen,0 15,,,
OSD2_CURRENT2_EN,Displays 2nd battery current,,,0|1|,
OSD2_CURRENT2_X,Horizontal position on screen,0 29,,,
OSD2_CURRENT2_Y,Vertical position on screen,0 15,,,
OSD2_VTX_PWR_EN,Displays VTX Power,,,0|1|,
OSD2_VTX_PWR_X,Horizontal position on screen,0 29,,,
OSD2_VTX_PWR_Y,Vertical position on screen,0 15,,,
OSD2_TER_HGT_EN,Displays Height above terrain,,,0|1|,
OSD2_TER_HGT_X,Horizontal position on screen,0 29,,,
OSD2_TER_HGT_Y,Vertical position on screen,0 15,,,
OSD2_AVGCELLV_EN,Displays average cell voltage. WARNING: this can be inaccurate if the cell count is not detected or set properly. If the  the battery is far from fully charged the detected cell count might not be accurate if auto cell count detection is used (OSD_CELL_COUNT=0).,,,0|1|,
OSD2_AVGCELLV_X,Horizontal position on screen,0 29,,,
OSD2_AVGCELLV_Y,Vertical position on screen,0 15,,,
OSD2_RESTVOLT_EN,Displays main battery resting voltage,,,0|1|,
OSD2_RESTVOLT_X,Horizontal position on screen,0 29,,,
OSD2_RESTVOLT_Y,Vertical position on screen,0 15,,,
OSD2_FENCE_EN,Displays indication of fence enable and breach,,,0|1|,
OSD2_FENCE_X,Horizontal position on screen,0 29,,,
OSD2_FENCE_Y,Vertical position on screen,0 15,,,
OSD2_RNGF_EN,Displays a rangefinder's distance in cm,,,0|1|,
OSD2_RNGF_X,Horizontal position on screen,0 29,,,
OSD2_RNGF_Y,Vertical position on screen,0 15,,,
OSD2_LINK_Q_EN,Displays Receiver link quality,,,0|1|,
OSD2_LINK_Q_X,Horizontal position on screen,0 29,,,
OSD2_LINK_Q_Y,Vertical position on screen,0 15,,,
OSD3_ENABLE,Enable this screen,,,0|1|,
OSD3_CHAN_MIN,This sets the PWM lower limit for this screen,900 2100,,,
OSD3_CHAN_MAX,This sets the PWM upper limit for this screen,900 2100,,,
OSD3_ALTITUDE_EN,Enables display of altitude AGL,,,0|1|,
OSD3_ALTITUDE_X,Horizontal position on screen,0 29,,,
OSD3_ALTITUDE_Y,Vertical position on screen,0 15,,,
OSD3_BAT_VOLT_EN,Displays main battery voltage,,,0|1|,
OSD3_BAT_VOLT_X,Horizontal position on screen,0 29,,,
OSD3_BAT_VOLT_Y,Vertical position on screen,0 15,,,
OSD3_RSSI_EN,Displays RC signal strength,,,0|1|,
OSD3_RSSI_X,Horizontal position on screen,0 29,,,
OSD3_RSSI_Y,Vertical position on screen,0 15,,,
OSD3_CURRENT_EN,Displays main battery current,,,0|1|,
OSD3_CURRENT_X,Horizontal position on screen,0 29,,,
OSD3_CURRENT_Y,Vertical position on screen,0 15,,,
OSD3_BATUSED_EN,Displays primary battery mAh consumed,,,0|1|,
OSD3_BATUSED_X,Horizontal position on screen,0 29,,,
OSD3_BATUSED_Y,Vertical position on screen,0 15,,,
OSD3_SATS_EN,Displays number of acquired satellites,,,0|1|,
OSD3_SATS_X,Horizontal position on screen,0 29,,,
OSD3_SATS_Y,Vertical position on screen,0 15,,,
OSD3_FLTMODE_EN,Displays flight mode,,,0|1|,
OSD3_FLTMODE_X,Horizontal position on screen,0 29,,,
OSD3_FLTMODE_Y,Vertical position on screen,0 15,,,
OSD3_MESSAGE_EN,Displays Mavlink messages,,,0|1|,
OSD3_MESSAGE_X,Horizontal position on screen,0 29,,,
OSD3_MESSAGE_Y,Vertical position on screen,0 15,,,
OSD3_GSPEED_EN,Displays GPS ground speed,,,0|1|,
OSD3_GSPEED_X,Horizontal position on screen,0 29,,,
OSD3_GSPEED_Y,Vertical position on screen,0 15,,,
OSD3_HORIZON_EN,Displays artificial horizon,,,0|1|,
OSD3_HORIZON_X,Horizontal position on screen,0 29,,,
OSD3_HORIZON_Y,Vertical position on screen,0 15,,,
OSD3_HOME_EN,Displays distance and relative direction to HOME,,,0|1|,
OSD3_HOME_X,Horizontal position on screen,0 29,,,
OSD3_HOME_Y,Vertical position on screen,0 15,,,
OSD3_HEADING_EN,Displays heading,,,0|1|,
OSD3_HEADING_X,Horizontal position on screen,0 29,,,
OSD3_HEADING_Y,Vertical position on screen,0 15,,,
OSD3_THROTTLE_EN,Displays actual throttle percentage being sent to motor(s),,,0|1|,
OSD3_THROTTLE_X,Horizontal position on screen,0 29,,,
OSD3_THROTTLE_Y,Vertical position on screen,0 15,,,
OSD3_COMPASS_EN,Enables display of compass rose,,,0|1|,
OSD3_COMPASS_X,Horizontal position on screen,0 29,,,
OSD3_COMPASS_Y,Vertical position on screen,0 15,,,
OSD3_WIND_EN,"Displays wind speed and relative direction, on Rover this is the apparent wind speed and direction from the windvane, if fitted",,,0|1|,
OSD3_WIND_X,Horizontal position on screen,0 29,,,
OSD3_WIND_Y,Vertical position on screen,0 15,,,
OSD3_ASPEED_EN,Displays airspeed value being used by TECS (fused value),,,0|1|,
OSD3_ASPEED_X,Horizontal position on screen,0 29,,,
OSD3_ASPEED_Y,Vertical position on screen,0 15,,,
OSD3_VSPEED_EN,Displays climb rate,,,0|1|,
OSD3_VSPEED_X,Horizontal position on screen,0 29,,,
OSD3_VSPEED_Y,Vertical position on screen,0 15,,,
OSD3_ESCTEMP_EN,Displays first esc's temp,,,0|1|,
OSD3_ESCTEMP_X,Horizontal position on screen,0 29,,,
OSD3_ESCTEMP_Y,Vertical position on screen,0 15,,,
OSD3_ESCRPM_EN,Displays first esc's rpm,,,0|1|,
OSD3_ESCRPM_X,Horizontal position on screen,0 29,,,
OSD3_ESCRPM_Y,Vertical position on screen,0 15,,,
OSD3_ESCAMPS_EN,Displays first esc's current,,,0|1|,
OSD3_ESCAMPS_X,Horizontal position on screen,0 29,,,
OSD3_ESCAMPS_Y,Vertical position on screen,0 15,,,
OSD3_GPSLAT_EN,Displays GPS latitude,,,0|1|,
OSD3_GPSLAT_X,Horizontal position on screen,0 29,,,
OSD3_GPSLAT_Y,Vertical position on screen,0 15,,,
OSD3_GPSLONG_EN,Displays GPS longitude,,,0|1|,
OSD3_GPSLONG_X,Horizontal position on screen,0 29,,,
OSD3_GPSLONG_Y,Vertical position on screen,0 15,,,
OSD3_ROLL_EN,Displays degrees of roll from level,,,0|1|,
OSD3_ROLL_X,Horizontal position on screen,0 29,,,
OSD3_ROLL_Y,Vertical position on screen,0 15,,,
OSD3_PITCH_EN,Displays degrees of pitch from level,,,0|1|,
OSD3_PITCH_X,Horizontal position on screen,0 29,,,
OSD3_PITCH_Y,Vertical position on screen,0 15,,,
OSD3_TEMP_EN,Displays temperature reported by primary barometer,,,0|1|,
OSD3_TEMP_X,Horizontal position on screen,0 29,,,
OSD3_TEMP_Y,Vertical position on screen,0 15,,,
OSD3_HDOP_EN,Displays Horizontal Dilution Of Position,,,0|1|,
OSD3_HDOP_X,Horizontal position on screen,0 29,,,
OSD3_HDOP_Y,Vertical position on screen,0 15,,,
OSD3_WAYPOINT_EN,Displays bearing and distance to next waypoint,,,0|1|,
OSD3_WAYPOINT_X,Horizontal position on screen,0 29,,,
OSD3_WAYPOINT_Y,Vertical position on screen,0 15,,,
OSD3_XTRACK_EN,Displays crosstrack error,,,0|1|,
OSD3_XTRACK_X,Horizontal position on screen,0 29,,,
OSD3_XTRACK_Y,Vertical position on screen,0 15,,,
OSD3_DIST_EN,Displays total distance flown,,,0|1|,
OSD3_DIST_X,Horizontal position on screen,0 29,,,
OSD3_DIST_Y,Vertical position on screen,0 15,,,
OSD3_STATS_EN,Displays flight stats,,,0|1|,
OSD3_STATS_X,Horizontal position on screen,0 29,,,
OSD3_STATS_Y,Vertical position on screen,0 15,,,
OSD3_FLTIME_EN,Displays total flight time,,,0|1|,
OSD3_FLTIME_X,Horizontal position on screen,0 29,,,
OSD3_FLTIME_Y,Vertical position on screen,0 15,,,
OSD3_CLIMBEFF_EN,Displays climb efficiency (climb rate/current),,,0|1|,
OSD3_CLIMBEFF_X,Horizontal position on screen,0 29,,,
OSD3_CLIMBEFF_Y,Vertical position on screen,0 15,,,
OSD3_EFF_EN,Displays flight efficiency (mAh/km or /mi),,,0|1|,
OSD3_EFF_X,Horizontal position on screen,0 29,,,
OSD3_EFF_Y,Vertical position on screen,0 15,,,
OSD3_BTEMP_EN,Displays temperature reported by secondary barometer,,,0|1|,
OSD3_BTEMP_X,Horizontal position on screen,0 29,,,
OSD3_BTEMP_Y,Vertical position on screen,0 15,,,
OSD3_ATEMP_EN,Displays temperature reported by primary airspeed sensor,,,0|1|,
OSD3_ATEMP_X,Horizontal position on screen,0 29,,,
OSD3_ATEMP_Y,Vertical position on screen,0 15,,,
OSD3_BAT2_VLT_EN,Displays battery2 voltage,,,0|1|,
OSD3_BAT2_VLT_X,Horizontal position on screen,0 29,,,
OSD3_BAT2_VLT_Y,Vertical position on screen,0 15,,,
OSD3_BAT2USED_EN,Displays secondary battery mAh consumed,,,0|1|,
OSD3_BAT2USED_X,Horizontal position on screen,0 29,,,
OSD3_BAT2USED_Y,Vertical position on screen,0 15,,,
OSD3_ASPD2_EN,Displays airspeed reported directly from secondary airspeed sensor,,,0|1|,
OSD3_ASPD2_X,Horizontal position on screen,0 29,,,
OSD3_ASPD2_Y,Vertical position on screen,0 15,,,
OSD3_ASPD1_EN,Displays airspeed reported directly from primary airspeed sensor,,,0|1|,
OSD3_ASPD1_X,Horizontal position on screen,0 29,,,
OSD3_ASPD1_Y,Vertical position on screen,0 15,,,
OSD3_CLK_EN,Displays a clock panel based on AP_RTC local time,,,0|1|,
OSD3_CLK_X,Horizontal position on screen,0 29,,,
OSD3_CLK_Y,Vertical position on screen,0 15,,,
OSD3_SIDEBARS_EN,Displays artificial horizon side bars,,,0|1|,
OSD3_SIDEBARS_X,Horizontal position on screen,0 29,,,
OSD3_SIDEBARS_Y,Vertical position on screen,0 15,,,
OSD3_CRSSHAIR_EN,Displays artificial horizon crosshair (MSP OSD only),,,0|1|,
OSD3_CRSSHAIR_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD3_CRSSHAIR_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD3_HOMEDIST_EN,Displays distance from HOME (MSP OSD only),,,0|1|,
OSD3_HOMEDIST_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD3_HOMEDIST_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD3_HOMEDIR_EN,Displays relative direction to HOME (MSP OSD only),,,0|1|,
OSD3_HOMEDIR_X,Horizontal position on screen,0 29,,,
OSD3_HOMEDIR_Y,Vertical position on screen,0 15,,,
OSD3_POWER_EN,Displays power (MSP OSD only),,,0|1|,
OSD3_POWER_X,Horizontal position on screen,0 29,,,
OSD3_POWER_Y,Vertical position on screen,0 15,,,
OSD3_CELLVOLT_EN,Displays average cell voltage (MSP OSD only),,,0|1|,
OSD3_CELLVOLT_X,Horizontal position on screen,0 29,,,
OSD3_CELLVOLT_Y,Vertical position on screen,0 15,,,
OSD3_BATTBAR_EN,Displays battery usage bar (MSP OSD only),,,0|1|,
OSD3_BATTBAR_X,Horizontal position on screen,0 29,,,
OSD3_BATTBAR_Y,Vertical position on screen,0 15,,,
OSD3_ARMING_EN,Displays arming status (MSP OSD only),,,0|1|,
OSD3_ARMING_X,Horizontal position on screen,0 29,,,
OSD3_ARMING_Y,Vertical position on screen,0 15,,,
OSD3_PLUSCODE_EN,Displays pluscode (OLC) element,,,0|1|,
OSD3_PLUSCODE_X,Horizontal position on screen,0 29,,,
OSD3_PLUSCODE_Y,Vertical position on screen,0 15,,,
OSD3_CALLSIGN_EN,Displays callsign from callsign.txt on microSD card,,,0|1|,
OSD3_CALLSIGN_X,Horizontal position on screen,0 29,,,
