Name,Description,Range,Increment,Value,Read_only
GRIP_ENABLE,Gripper enable/disable,,,0|1|,
GRIP_TYPE,Gripper enable/disable,,,0|1|2|,
GRIP_GRAB,PWM value in microseconds sent to Gripper to initiate grabbing the cargo,1000 2000,,,
GRIP_RELEASE,PWM value in microseconds sent to Gripper to release the cargo,1000 2000,,,
GRIP_NEUTRAL,PWM value in microseconds sent to grabber when not grabbing or releasing,1000 2000,,,
GRIP_REGRAB,Time in seconds that gripper will regrab the cargo to ensure grip has not weakened; 0 to disable,0 255,,,
GRIP_CAN_ID,Refer to https://docs.zubax.com/opengrab_epm_v3#UAVCAN_interface,0 255,,,
INS_GYROFFS_X,Gyro sensor offsets of X axis. This is setup on each boot during gyro calibrations,,,,
INS_GYROFFS_Y,Gyro sensor offsets of Y axis. This is setup on each boot during gyro calibrations,,,,
INS_GYROFFS_Z,Gyro sensor offsets of Z axis. This is setup on each boot during gyro calibrations,,,,
INS_GYR2OFFS_X,Gyro2 sensor offsets of X axis. This is setup on each boot during gyro calibrations,,,,
INS_GYR2OFFS_Y,Gyro2 sensor offsets of Y axis. This is setup on each boot during gyro calibrations,,,,
INS_GYR2OFFS_Z,Gyro2 sensor offsets of Z axis. This is setup on each boot during gyro calibrations,,,,
INS_GYR3OFFS_X,Gyro3 sensor offsets of X axis. This is setup on each boot during gyro calibrations,,,,
INS_GYR3OFFS_Y,Gyro3 sensor offsets of Y axis. This is setup on each boot during gyro calibrations,,,,
INS_GYR3OFFS_Z,Gyro3 sensor offsets of Z axis. This is setup on each boot during gyro calibrations,,,,
INS_ACCSCAL_X,Accelerometer scaling of X axis.  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACCSCAL_Y,Accelerometer scaling of Y axis  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACCSCAL_Z,Accelerometer scaling of Z axis  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACCOFFS_X,Accelerometer offsets of X axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_ACCOFFS_Y,Accelerometer offsets of Y axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_ACCOFFS_Z,Accelerometer offsets of Z axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_ACC2SCAL_X,Accelerometer2 scaling of X axis.  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACC2SCAL_Y,Accelerometer2 scaling of Y axis  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACC2SCAL_Z,Accelerometer2 scaling of Z axis  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACC2OFFS_X,Accelerometer2 offsets of X axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_ACC2OFFS_Y,Accelerometer2 offsets of Y axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_ACC2OFFS_Z,Accelerometer2 offsets of Z axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_ACC3SCAL_X,Accelerometer3 scaling of X axis.  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACC3SCAL_Y,Accelerometer3 scaling of Y axis  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACC3SCAL_Z,Accelerometer3 scaling of Z axis  Calculated during acceleration calibration routine,0.8 1.2,,,
INS_ACC3OFFS_X,Accelerometer3 offsets of X axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_ACC3OFFS_Y,Accelerometer3 offsets of Y axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_ACC3OFFS_Z,Accelerometer3 offsets of Z axis. This is setup using the acceleration calibration or level operations,-3.5 3.5,,,
INS_GYRO_FILTER,Filter cutoff frequency for gyroscopes. This can be set to a lower value to try to cope with very high vibration levels in aircraft. A value of zero means no filtering (not recommended!),0 256,,,
INS_ACCEL_FILTER,Filter cutoff frequency for accelerometers. This can be set to a lower value to try to cope with very high vibration levels in aircraft. A value of zero means no filtering (not recommended!),0 256,,,
INS_USE,"Use first IMU for attitude, velocity and position estimates",,,0|1|,
INS_USE2,"Use second IMU for attitude, velocity and position estimates",,,0|1|,
INS_USE3,"Use third IMU for attitude, velocity and position estimates",,,0|1|,
INS_STILL_THRESH,"Threshold to tolerate vibration to determine if vehicle is motionless. This depends on the frame type and if there is a constant vibration due to motors before launch or after landing. Total motionless is about 0.05. Suggested values: Planes/rover use 0.1, multirotors use 1, tradHeli uses 5",0.05 50,,,
INS_GYR_CAL,Conrols when automatic gyro calibration is performed,,,0|1|,
INS_TRIM_OPTION,Specifies how the accel cal routine determines the trims,,,0|1|2|,
INS_ACC_BODYFIX,The body-fixed accelerometer to be used for trim calculation,,,1|2|3|,
INS_POS1_X,"X position of the first IMU Accelerometer in body frame. Positive X is forward of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS1_Y,"Y position of the first IMU accelerometer in body frame. Positive Y is to the right of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS1_Z,"Z position of the first IMU accelerometer in body frame. Positive Z is down from the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS2_X,"X position of the second IMU accelerometer in body frame. Positive X is forward of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS2_Y,"Y position of the second IMU accelerometer in body frame. Positive Y is to the right of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS2_Z,"Z position of the second IMU accelerometer in body frame. Positive Z is down from the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS3_X,"X position of the third IMU accelerometer in body frame. Positive X is forward of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-10 10,,,
INS_POS3_Y,"Y position of the third IMU accelerometer in body frame. Positive Y is to the right of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS3_Z,"Z position of the third IMU accelerometer in body frame. Positive Z is down from the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_GYR_ID,"Gyro sensor ID, taking into account its type, bus and instance",,,,True
INS_GYR2_ID,"Gyro2 sensor ID, taking into account its type, bus and instance",,,,True
INS_GYR3_ID,"Gyro3 sensor ID, taking into account its type, bus and instance",,,,True
INS_ACC_ID,"Accelerometer sensor ID, taking into account its type, bus and instance",,,,True
INS_ACC2_ID,"Accelerometer2 sensor ID, taking into account its type, bus and instance",,,,True
INS_ACC3_ID,"Accelerometer3 sensor ID, taking into account its type, bus and instance",,,,True
INS_FAST_SAMPLE,"Mask of IMUs to enable fast sampling on, if available",,,,
INS_ENABLE_MASK,Bitmask of IMUs to enable. It can be used to prevent startup of specific detected IMUs,,,,
INS_GYRO_RATE,Gyro rate for IMUs with fast sampling enabled. The gyro rate is the sample rate at which the IMU filters operate and needs to be at least double the maximum filter frequency. If the sensor does not support the selected rate the next highest supported rate will be used. For IMUs which do not support fast sampling this setting is ignored and the default gyro rate of 1Khz is used.,,,0|1|2|3|,
INS_ACC1_CALTEMP,Temperature that the 1st accelerometer was calibrated at,,,,
INS_GYR1_CALTEMP,Temperature that the 1st gyroscope was calibrated at,,,,
INS_ACC2_CALTEMP,Temperature that the 2nd accelerometer was calibrated at,,,,
INS_GYR2_CALTEMP,Temperature that the 2nd gyroscope was calibrated at,,,,
INS_ACC3_CALTEMP,Temperature that the 3rd accelerometer was calibrated at,,,,
INS_GYR3_CALTEMP,Temperature that the 3rd gyroscope was calibrated at,,,,
INS_TCAL_OPTIONS,This enables optional temperature calibration features. Setting PersistParams will save the accelerometer and temperature calibration parameters in the bootloader sector on the next update of the bootloader.,,,,
INS_HNTCH_ENABLE,Harmonic Notch Filter enable,,,0|1|,
INS_HNTCH_FREQ,"Harmonic Notch Filter base center frequency in Hz. This should be set at most half the backend gyro rate (which is typically 1Khz). For helicopters using RPM sensor to dynamically set the notch frequency, use this parameter to provide a lower limit to the dynamic notch filter.  Recommend setting it to half the operating rotor speed in Hz.",10 495,,,
INS_HNTCH_BW,Harmonic Notch Filter bandwidth in Hz. This is typically set to half the base frequency. The ratio of base frequency to bandwidth determines the notch quality factor and is fixed across harmonics.,5 250,,,
INS_HNTCH_ATT,Harmonic Notch Filter attenuation in dB. Values greater than 40dB will typically produce a hard notch rather than a modest attenuation of motor noise.,5 50,,,
INS_HNTCH_HMNCS,Bitmask of harmonic frequencies to apply Harmonic Notch Filter to. This option takes effect on the next reboot.,,,,
INS_HNTCH_REF,"A reference value of zero disables dynamic updates on the Harmonic Notch Filter and a positive value enables dynamic updates on the Harmonic Notch Filter.  For throttle-based scaling, this parameter is the reference value associated with the specified frequency to facilitate frequency scaling of the Harmonic Notch Filter. For RPM and ESC telemetry based tracking, this parameter is set to 1 to enable the Harmonic Notch Filter using the RPM sensor or ESC telemetry set to measure rotor speed.  The sensor data is converted to Hz automatically for use in the Harmonic Notch Filter.  This reference value may also be used to scale the sensor data, if required.  For example, rpm sensor data is required to measure heli motor RPM. Therefore the reference value can be used to scale the RPM sensor to the rotor RPM.",0.0 1.0,,,
INS_HNTCH_MODE,"Harmonic Notch Filter dynamic frequency tracking mode. Dynamic updates can be throttle, RPM sensor, ESC telemetry or dynamic FFT based. Throttle-based updates should only be used with multicopters.",0 4,,0|1|2|3|4|,
INS_HNTCH_OPTS,"Harmonic Notch Filter options. Double-notches can provide deeper attenuation across a wider bandwidth than single notches and are suitable for larger aircraft. Dynamic harmonics attaches a harmonic notch to each detected noise frequency instead of simply being multiples of the base frequency, in the case of FFT it will attach notches to each of three detected noise peaks, in the case of ESC it will attach notches to each of four motor RPM values. Loop rate update changes the notch center frequency at the scheduler loop rate rather than at the default of 200Hz.",,,,
INS_LOG_BAT_CNT,Number of samples to take when logging streams of IMU sensor readings.  Will be rounded down to a multiple of 32. This option takes effect on the next reboot.,,32,,
INS_LOG_BAT_MASK,Bitmap of which IMUs to log batch data for. This option takes effect on the next reboot.,,,,
INS_LOG_BAT_OPT,Options for the BatchSampler. Post-filter and sensor-rate logging cannot be used at the same time.,,,,
INS_LOG_BAT_LGIN,Interval between pushing samples to the AP_Logger log,,10,,
INS_LOG_BAT_LGCT,Number of samples to push to count every INS_LOG_BAT_LGIN,,1,,
INS_NOTCH_ENABLE,Harmonic Notch Filter enable,,,0|1|,
INS_NOTCH_FREQ,"Harmonic Notch Filter base center frequency in Hz. This should be set at most half the backend gyro rate (which is typically 1Khz). For helicopters using RPM sensor to dynamically set the notch frequency, use this parameter to provide a lower limit to the dynamic notch filter.  Recommend setting it to half the operating rotor speed in Hz.",10 495,,,
INS_NOTCH_BW,Harmonic Notch Filter bandwidth in Hz. This is typically set to half the base frequency. The ratio of base frequency to bandwidth determines the notch quality factor and is fixed across harmonics.,5 250,,,
INS_NOTCH_ATT,Harmonic Notch Filter attenuation in dB. Values greater than 40dB will typically produce a hard notch rather than a modest attenuation of motor noise.,5 50,,,
INS_NOTCH_HMNCS,Bitmask of harmonic frequencies to apply Harmonic Notch Filter to. This option takes effect on the next reboot.,,,,
INS_NOTCH_REF,"A reference value of zero disables dynamic updates on the Harmonic Notch Filter and a positive value enables dynamic updates on the Harmonic Notch Filter.  For throttle-based scaling, this parameter is the reference value associated with the specified frequency to facilitate frequency scaling of the Harmonic Notch Filter. For RPM and ESC telemetry based tracking, this parameter is set to 1 to enable the Harmonic Notch Filter using the RPM sensor or ESC telemetry set to measure rotor speed.  The sensor data is converted to Hz automatically for use in the Harmonic Notch Filter.  This reference value may also be used to scale the sensor data, if required.  For example, rpm sensor data is required to measure heli motor RPM. Therefore the reference value can be used to scale the RPM sensor to the rotor RPM.",0.0 1.0,,,
INS_NOTCH_MODE,"Harmonic Notch Filter dynamic frequency tracking mode. Dynamic updates can be throttle, RPM sensor, ESC telemetry or dynamic FFT based. Throttle-based updates should only be used with multicopters.",0 4,,0|1|2|3|4|,
INS_NOTCH_OPTS,"Harmonic Notch Filter options. Double-notches can provide deeper attenuation across a wider bandwidth than single notches and are suitable for larger aircraft. Dynamic harmonics attaches a harmonic notch to each detected noise frequency instead of simply being multiples of the base frequency, in the case of FFT it will attach notches to each of three detected noise peaks, in the case of ESC it will attach notches to each of four motor RPM values. Loop rate update changes the notch center frequency at the scheduler loop rate rather than at the default of 200Hz.",,,,
INS_TCAL1_ENABLE,"Enable the use of temperature calibration parameters for this IMU. For automatic learning set to 2 and also set the INS_TCALn_TMAX to the target temperature, then reboot",,,0|1|2|,
INS_TCAL1_TMIN,The minimum temperature that the calibration is valid for,-70 80,,,
INS_TCAL1_TMAX,The maximum temperature that the calibration is valid for. This must be at least 10 degrees above TMIN for calibration,-70 80,,,
INS_TCAL1_ACC1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ENABLE,"Enable the use of temperature calibration parameters for this IMU. For automatic learning set to 2 and also set the INS_TCALn_TMAX to the target temperature, then reboot",,,0|1|2|,
INS_TCAL2_TMIN,The minimum temperature that the calibration is valid for,-70 80,,,
INS_TCAL2_TMAX,The maximum temperature that the calibration is valid for. This must be at least 10 degrees above TMIN for calibration,-70 80,,,
INS_TCAL2_ACC1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ENABLE,"Enable the use of temperature calibration parameters for this IMU. For automatic learning set to 2 and also set the INS_TCALn_TMAX to the target temperature, then reboot",,,0|1|2|,
INS_TCAL3_TMIN,The minimum temperature that the calibration is valid for,-70 80,,,
INS_TCAL3_TMAX,The maximum temperature that the calibration is valid for. This must be at least 10 degrees above TMIN for calibration,-70 80,,,
INS_TCAL3_ACC1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
LOG_BACKEND_TYPE,Bitmap of what Logger backend types to enable. Block-based logging is available on SITL and boards with dataflash chips. Multiple backends can be selected.,,,,
LOG_FILE_BUFSIZE,"The File and Block backends use a buffer to store data before writing to the block device.  Raising this value may reduce ""gaps"" in your SD card logging.  This buffer size may be reduced depending on available memory.  PixHawk requires at least 4 kilobytes.  Maximum value available here is 64 kilobytes.",,,,
LOG_DISARMED,If LOG_DISARMED is set to 1 then logging will be enabled while disarmed. This can make for very large logfiles but can help a lot when tracking down startup issues,,,0|1|,
LOG_REPLAY,If LOG_REPLAY is set to 1 then the EKF2 state estimator will log detailed information needed for diagnosing problems with the Kalman filter. It is suggested that you also raise LOG_FILE_BUFSIZE to give more buffer space for logging and use a high quality microSD card to ensure no sensor data is lost,,,0|1|,
LOG_FILE_DSRMROT,"When set, the current log file is closed when the vehicle is disarmed.  If LOG_DISARMED is set then a fresh log will be opened. Applies to the File and Block logging backends.",,,0|1|,
LOG_MAV_BUFSIZE,Maximum amount of memory to allocate to AP_Logger-over-mavlink,,,,
LOG_FILE_TIMEOUT,This controls the amount of time before failing writes to a log file cause the file to be closed and logging stopped.,,,,
LOG_FILE_MB_FREE,Set this such that the free space is larger than your largest typical flight log,10 1000,,,
LOG_FILE_RATEMAX,This sets the maximum rate that streaming log messages will be logged to the file backend. A value of zero means that rate limiting is disabled.,0 1000,,,
LOG_MAV_RATEMAX,This sets the maximum rate that streaming log messages will be logged to the mavlink backend. A value of zero means that rate limiting is disabled.,0 1000,,,
LOG_BLK_RATEMAX,This sets the maximum rate that streaming log messages will be logged to the mavlink backend. A value of zero means that rate limiting is disabled.,0 1000,,,
MIS_TOTAL,The number of mission mission items that has been loaded by the ground station. Do not change this manually.,0 32766,1,,True
MIS_RESTART,Controls mission starting point when entering Auto mode (either restart from beginning of mission or resume from last command run),,,0|1|,
MIS_OPTIONS,Bitmask of what options to use in missions.,,,,
MNT_TYPE,"Mount Type (None, Servo or MAVLink)",,,0|1|2|3|4|5|,
MNT_DEFLT_MODE,Mount default operating mode on startup and after control is returned from autopilot,,,0|1|2|3|4|,
MNT_RETRACT_X,Mount roll angle when in retracted position,-180.00 179.99,1,,
MNT_RETRACT_Y,Mount tilt/pitch angle when in retracted position,-180.00 179.99,1,,
MNT_RETRACT_Z,Mount yaw/pan angle when in retracted position,-180.00 179.99,1,,
MNT_NEUTRAL_X,Mount roll angle when in neutral position,-180.00 179.99,1,,
MNT_NEUTRAL_Y,Mount tilt/pitch angle when in neutral position,-180.00 179.99,1,,
MNT_NEUTRAL_Z,Mount pan/yaw angle when in neutral position,-180.00 179.99,1,,
MNT_STAB_ROLL,enable roll stabilisation relative to Earth,,,0|1|,
MNT_STAB_TILT,enable tilt/pitch stabilisation relative to Earth,,,0|1|,
MNT_STAB_PAN,enable pan/yaw stabilisation relative to Earth,,,0|1|,
MNT_RC_IN_ROLL,"0 for none, any other for the RC channel to be used to control roll movements",,,0|5|6|7|8|9|10|11|12|,
MNT_ANGMIN_ROL,Minimum physical roll angular position of mount.,-18000 17999,10,,
MNT_ANGMAX_ROL,Maximum physical roll angular position of the mount,-18000 17999,10,,
MNT_RC_IN_TILT,"0 for none, any other for the RC channel to be used to control tilt (pitch) movements",,,0|5|6|7|8|9|10|11|12|,
MNT_ANGMIN_TIL,Minimum physical tilt (pitch) angular position of mount.,-18000 17999,10,,
MNT_ANGMAX_TIL,Maximum physical tilt (pitch) angular position of the mount,-18000 17999,10,,
MNT_RC_IN_PAN,"0 for none, any other for the RC channel to be used to control pan (yaw) movements",,,0|5|6|7|8|9|10|11|12|,
MNT_ANGMIN_PAN,Minimum physical pan (yaw) angular position of mount.,-18000 17999,10,,
MNT_ANGMAX_PAN,Maximum physical pan (yaw) angular position of the mount,-18000 17999,10,,
MNT_JSTICK_SPD,"0 for position control, small for low speeds, 100 for max speed. A good general value is 10 which gives a movement speed of 3 degrees per second.",0 100,1,,
MNT_LEAD_RLL,"Causes the servo angle output to lead the current angle of the vehicle by some amount of time based on current angular rate, compensating for servo delay. Increase until the servo is responsive but doesn't overshoot. Does nothing with pan stabilization enabled.",0.0 0.2,.005,,
MNT_LEAD_PTCH,Causes the servo angle output to lead the current angle of the vehicle by some amount of time based on current angular rate. Increase until the servo is responsive but doesn't overshoot. Does nothing with pan stabilization enabled.,0.0 0.2,.005,,
MNT2_DEFLT_MODE,Mount default operating mode on startup and after control is returned from autopilot,,,0|1|2|3|4|,
MNT2_RETRACT_X,Mount2 roll angle when in retracted position,-180.00 179.99,1,,
MNT2_RETRACT_Y,Mount2 tilt/pitch angle when in retracted position,-180.00 179.99,1,,
MNT2_RETRACT_Z,Mount2 yaw/pan angle when in retracted position,-180.00 179.99,1,,
MNT2_NEUTRAL_X,Mount2 roll angle when in neutral position,-180.00 179.99,1,,
MNT2_NEUTRAL_Y,Mount2 tilt/pitch angle when in neutral position,-180.00 179.99,1,,
MNT2_NEUTRAL_Z,Mount2 pan/yaw angle when in neutral position,-180.00 179.99,1,,
MNT2_STAB_ROLL,enable roll stabilisation relative to Earth,,,0|1|,
MNT2_STAB_TILT,enable tilt/pitch stabilisation relative to Earth,,,0|1|,
MNT2_STAB_PAN,enable pan/yaw stabilisation relative to Earth,,,0|1|,
MNT2_RC_IN_ROLL,"0 for none, any other for the RC channel to be used to control roll movements",,,0|5|6|7|8|9|10|11|12|,
MNT2_ANGMIN_ROL,Mount2's minimum physical roll angular position,-18000 17999,10,,
MNT2_ANGMAX_ROL,Mount2's maximum physical roll angular position,-18000 17999,10,,
MNT2_RC_IN_TILT,"0 for none, any other for the RC channel to be used to control tilt (pitch) movements",,,0|5|6|7|8|9|10|11|12|,
MNT2_ANGMIN_TIL,Mount2's minimum physical tilt (pitch) angular position,-18000 17999,10,,
MNT2_ANGMAX_TIL,Mount2's maximum physical tilt (pitch) angular position,-18000 17999,10,,
MNT2_RC_IN_PAN,"0 for none, any other for the RC channel to be used to control pan (yaw) movements",,,0|5|6|7|8|9|10|11|12|,
MNT2_ANGMIN_PAN,Mount2's minimum physical pan (yaw) angular position,-18000 17999,10,,
MNT2_ANGMAX_PAN,MOunt2's maximum physical pan (yaw) angular position,-18000 17999,10,,
MNT2_LEAD_RLL,"Causes the servo angle output to lead the current angle of the vehicle by some amount of time based on current angular rate, compensating for servo delay. Increase until the servo is responsive but doesn't overshoot. Does nothing with pan stabilization enabled.",0.0 0.2,.005,,
MNT2_LEAD_PTCH,Causes the servo angle output to lead the current angle of the vehicle by some amount of time based on current angular rate. Increase until the servo is responsive but doesn't overshoot. Does nothing with pan stabilization enabled.,0.0 0.2,.005,,
MNT2_TYPE,"Mount Type (None, Servo or MAVLink)",,,0|1|2|3|4|5|,
MOT_PWM_TYPE,"This selects the output PWM type as regular PWM, OneShot, Brushed motor support using PWM (duty cycle) with separated direction signal, Brushed motor support with separate throttle and direction PWM (duty cyle)",,,0|1|2|3|4|5|6|7|8|,
MOT_PWM_FREQ,Motor Output PWM freq for brushed motors,1 20,1,,
MOT_SAFE_DISARM,Disables motor PWM output when disarmed,,,0|1|,
MOT_THR_MIN,Throttle minimum percentage the autopilot will apply. This is useful for handling a deadzone around low throttle and for preventing internal combustion motors cutting out during missions.,0 20,1,,
MOT_THR_MAX,Throttle maximum percentage the autopilot will apply. This can be used to prevent overheating an ESC or motor on an electric rover,30 100,1,,
MOT_SLEWRATE,Throttle slew rate as a percentage of total range per second. A value of 100 allows the motor to change over its full range in one second.  A value of zero disables the limit.  Note some NiMH powered rovers require a lower setting of 40 to reduce current demand to avoid brownouts.,0 1000,1,,
MOT_THST_EXPO,Thrust curve exponent (-1 to +1 with 0 being linear),-1.0 1.0,,,
MOT_SPD_SCA_BASE,Speed above which steering is scaled down when using regular steering/throttle vehicles.  zero to disable speed scaling,0 10,,,
