Name,Description,Range,Increment,Value,Read_only
INS_POS2_Y,"Y position of the second IMU accelerometer in body frame. Positive Y is to the right of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS2_Z,"Z position of the second IMU accelerometer in body frame. Positive Z is down from the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS3_X,"X position of the third IMU accelerometer in body frame. Positive X is forward of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-10 10,,,
INS_POS3_Y,"Y position of the third IMU accelerometer in body frame. Positive Y is to the right of the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_POS3_Z,"Z position of the third IMU accelerometer in body frame. Positive Z is down from the origin. Attention: The IMU should be located as close to the vehicle c.g. as practical so that the value of this parameter is minimised. Failure to do so can result in noisy navigation velocity measurements due to vibration and IMU gyro noise. If the IMU cannot be moved and velocity noise is a problem, a location closer to the IMU can be used as the body frame origin.",-5 5,0.01,,
INS_GYR_ID,"Gyro sensor ID, taking into account its type, bus and instance",,,,True
INS_GYR2_ID,"Gyro2 sensor ID, taking into account its type, bus and instance",,,,True
INS_GYR3_ID,"Gyro3 sensor ID, taking into account its type, bus and instance",,,,True
INS_ACC_ID,"Accelerometer sensor ID, taking into account its type, bus and instance",,,,True
INS_ACC2_ID,"Accelerometer2 sensor ID, taking into account its type, bus and instance",,,,True
INS_ACC3_ID,"Accelerometer3 sensor ID, taking into account its type, bus and instance",,,,True
INS_FAST_SAMPLE,"Mask of IMUs to enable fast sampling on, if available",,,,
INS_ENABLE_MASK,Bitmask of IMUs to enable. It can be used to prevent startup of specific detected IMUs,,,,
INS_GYRO_RATE,Gyro rate for IMUs with fast sampling enabled. The gyro rate is the sample rate at which the IMU filters operate and needs to be at least double the maximum filter frequency. If the sensor does not support the selected rate the next highest supported rate will be used. For IMUs which do not support fast sampling this setting is ignored and the default gyro rate of 1Khz is used.,,,0|1|2|3|,
INS_ACC1_CALTEMP,Temperature that the 1st accelerometer was calibrated at,,,,
INS_GYR1_CALTEMP,Temperature that the 1st gyroscope was calibrated at,,,,
INS_ACC2_CALTEMP,Temperature that the 2nd accelerometer was calibrated at,,,,
INS_GYR2_CALTEMP,Temperature that the 2nd gyroscope was calibrated at,,,,
INS_ACC3_CALTEMP,Temperature that the 3rd accelerometer was calibrated at,,,,
INS_GYR3_CALTEMP,Temperature that the 3rd gyroscope was calibrated at,,,,
INS_TCAL_OPTIONS,This enables optional temperature calibration features. Setting PersistParams will save the accelerometer and temperature calibration parameters in the bootloader sector on the next update of the bootloader.,,,,
INS_HNTCH_ENABLE,Harmonic Notch Filter enable,,,0|1|,
INS_HNTCH_FREQ,"Harmonic Notch Filter base center frequency in Hz. This should be set at most half the backend gyro rate (which is typically 1Khz). For helicopters using RPM sensor to dynamically set the notch frequency, use this parameter to provide a lower limit to the dynamic notch filter.  Recommend setting it to half the operating rotor speed in Hz.",10 495,,,
INS_HNTCH_BW,Harmonic Notch Filter bandwidth in Hz. This is typically set to half the base frequency. The ratio of base frequency to bandwidth determines the notch quality factor and is fixed across harmonics.,5 250,,,
INS_HNTCH_ATT,Harmonic Notch Filter attenuation in dB. Values greater than 40dB will typically produce a hard notch rather than a modest attenuation of motor noise.,5 50,,,
INS_HNTCH_HMNCS,Bitmask of harmonic frequencies to apply Harmonic Notch Filter to. This option takes effect on the next reboot.,,,,
INS_HNTCH_REF,"A reference value of zero disables dynamic updates on the Harmonic Notch Filter and a positive value enables dynamic updates on the Harmonic Notch Filter.  For throttle-based scaling, this parameter is the reference value associated with the specified frequency to facilitate frequency scaling of the Harmonic Notch Filter. For RPM and ESC telemetry based tracking, this parameter is set to 1 to enable the Harmonic Notch Filter using the RPM sensor or ESC telemetry set to measure rotor speed.  The sensor data is converted to Hz automatically for use in the Harmonic Notch Filter.  This reference value may also be used to scale the sensor data, if required.  For example, rpm sensor data is required to measure heli motor RPM. Therefore the reference value can be used to scale the RPM sensor to the rotor RPM.",0.0 1.0,,,
INS_HNTCH_MODE,"Harmonic Notch Filter dynamic frequency tracking mode. Dynamic updates can be throttle, RPM sensor, ESC telemetry or dynamic FFT based. Throttle-based updates should only be used with multicopters.",0 4,,0|1|2|3|4|,
INS_HNTCH_OPTS,"Harmonic Notch Filter options. Double-notches can provide deeper attenuation across a wider bandwidth than single notches and are suitable for larger aircraft. Dynamic harmonics attaches a harmonic notch to each detected noise frequency instead of simply being multiples of the base frequency, in the case of FFT it will attach notches to each of three detected noise peaks, in the case of ESC it will attach notches to each of four motor RPM values. Loop rate update changes the notch center frequency at the scheduler loop rate rather than at the default of 200Hz.",,,,
INS_LOG_BAT_CNT,Number of samples to take when logging streams of IMU sensor readings.  Will be rounded down to a multiple of 32. This option takes effect on the next reboot.,,32,,
INS_LOG_BAT_MASK,Bitmap of which IMUs to log batch data for. This option takes effect on the next reboot.,,,,
INS_LOG_BAT_OPT,Options for the BatchSampler. Post-filter and sensor-rate logging cannot be used at the same time.,,,,
INS_LOG_BAT_LGIN,Interval between pushing samples to the AP_Logger log,,10,,
INS_LOG_BAT_LGCT,Number of samples to push to count every INS_LOG_BAT_LGIN,,1,,
INS_NOTCH_ENABLE,Harmonic Notch Filter enable,,,0|1|,
INS_NOTCH_FREQ,"Harmonic Notch Filter base center frequency in Hz. This should be set at most half the backend gyro rate (which is typically 1Khz). For helicopters using RPM sensor to dynamically set the notch frequency, use this parameter to provide a lower limit to the dynamic notch filter.  Recommend setting it to half the operating rotor speed in Hz.",10 495,,,
INS_NOTCH_BW,Harmonic Notch Filter bandwidth in Hz. This is typically set to half the base frequency. The ratio of base frequency to bandwidth determines the notch quality factor and is fixed across harmonics.,5 250,,,
INS_NOTCH_ATT,Harmonic Notch Filter attenuation in dB. Values greater than 40dB will typically produce a hard notch rather than a modest attenuation of motor noise.,5 50,,,
INS_NOTCH_HMNCS,Bitmask of harmonic frequencies to apply Harmonic Notch Filter to. This option takes effect on the next reboot.,,,,
INS_NOTCH_REF,"A reference value of zero disables dynamic updates on the Harmonic Notch Filter and a positive value enables dynamic updates on the Harmonic Notch Filter.  For throttle-based scaling, this parameter is the reference value associated with the specified frequency to facilitate frequency scaling of the Harmonic Notch Filter. For RPM and ESC telemetry based tracking, this parameter is set to 1 to enable the Harmonic Notch Filter using the RPM sensor or ESC telemetry set to measure rotor speed.  The sensor data is converted to Hz automatically for use in the Harmonic Notch Filter.  This reference value may also be used to scale the sensor data, if required.  For example, rpm sensor data is required to measure heli motor RPM. Therefore the reference value can be used to scale the RPM sensor to the rotor RPM.",0.0 1.0,,,
INS_NOTCH_MODE,"Harmonic Notch Filter dynamic frequency tracking mode. Dynamic updates can be throttle, RPM sensor, ESC telemetry or dynamic FFT based. Throttle-based updates should only be used with multicopters.",0 4,,0|1|2|3|4|,
INS_NOTCH_OPTS,"Harmonic Notch Filter options. Double-notches can provide deeper attenuation across a wider bandwidth than single notches and are suitable for larger aircraft. Dynamic harmonics attaches a harmonic notch to each detected noise frequency instead of simply being multiples of the base frequency, in the case of FFT it will attach notches to each of three detected noise peaks, in the case of ESC it will attach notches to each of four motor RPM values. Loop rate update changes the notch center frequency at the scheduler loop rate rather than at the default of 200Hz.",,,,
INS_TCAL1_ENABLE,"Enable the use of temperature calibration parameters for this IMU. For automatic learning set to 2 and also set the INS_TCALn_TMAX to the target temperature, then reboot",,,0|1|2|,
INS_TCAL1_TMIN,The minimum temperature that the calibration is valid for,-70 80,,,
INS_TCAL1_TMAX,The maximum temperature that the calibration is valid for. This must be at least 10 degrees above TMIN for calibration,-70 80,,,
INS_TCAL1_ACC1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_ACC3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL1_GYR3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ENABLE,"Enable the use of temperature calibration parameters for this IMU. For automatic learning set to 2 and also set the INS_TCALn_TMAX to the target temperature, then reboot",,,0|1|2|,
INS_TCAL2_TMIN,The minimum temperature that the calibration is valid for,-70 80,,,
INS_TCAL2_TMAX,The maximum temperature that the calibration is valid for. This must be at least 10 degrees above TMIN for calibration,-70 80,,,
INS_TCAL2_ACC1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_ACC3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL2_GYR3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ENABLE,"Enable the use of temperature calibration parameters for this IMU. For automatic learning set to 2 and also set the INS_TCALn_TMAX to the target temperature, then reboot",,,0|1|2|,
INS_TCAL3_TMIN,The minimum temperature that the calibration is valid for,-70 80,,,
INS_TCAL3_TMAX,The maximum temperature that the calibration is valid for. This must be at least 10 degrees above TMIN for calibration,-70 80,,,
INS_TCAL3_ACC1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_ACC3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR1_X,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR1_Y,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR1_Z,This is the 1st order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR2_X,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR2_Y,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR2_Z,This is the 2nd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR3_X,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR3_Y,This is the 3rd order temperature coefficient from a temperature calibration,,,,
INS_TCAL3_GYR3_Z,This is the 3rd order temperature coefficient from a temperature calibration,,,,
LAND_SLOPE_RCALC,"This parameter is used when using a rangefinder during landing for altitude correction from baro drift (RNGFND_LANDING=1) and the altitude correction indicates your altitude is lower than the intended slope path. This value is the threshold of the correction to re-calculate the landing approach slope. Set to zero to keep the original slope all the way down and any detected baro drift will be corrected by pitching/throttling up to snap back to resume the original slope path. Otherwise, when a rangefinder altitude correction exceeds this threshold it will trigger a slope re-calculate to give a shallower slope. This also smoothes out the approach when flying over objects such as trees. Recommend a value of 2m.",0 5,0.5,,
LAND_ABORT_DEG,"This parameter is used when using a rangefinder during landing for altitude correction from baro drift (RNGFND_LANDING=1) and the altitude correction indicates your actual altitude is higher than the intended slope path. Normally it would pitch down steeply but that can result in a crash with high airspeed so this allows remembering the baro offset and self-abort the landing and come around for another landing with the correct baro offset applied for a perfect slope. An auto-abort go-around will only happen once, next attempt will not auto-abort again. This operation happens entirely automatically in AUTO mode. This value is the delta degrees threshold to trigger the go-around compared to the original slope. Example: if set to 5 deg and the mission planned slope is 15 deg then if the new slope is 21 then it will go-around. Set to 0 to disable. Requires LAND_SLOPE_RCALC > 0.",0 90,0.1,,
LAND_PITCH_CD,Used in autoland to give the minimum pitch in the final stage of landing (after the flare). This parameter can be used to ensure that the final landing attitude is appropriate for the type of undercarriage on the aircraft. Note that it is a minimum pitch only - the landing code will control pitch above this value to try to achieve the configured landing sink rate.,-2000 2000,10,,
LAND_FLARE_ALT,Altitude in autoland at which to lock heading and flare to the LAND_PITCH_CD pitch. Note that this option is secondary to LAND_FLARE_SEC. For a good landing it preferable that the flare is triggered by LAND_FLARE_SEC.,0 30,0.1,,
LAND_FLARE_SEC,"Vertical time before landing point at which to lock heading and flare with the motor stopped. This is vertical time, and is calculated based solely on the current height above the ground and the current descent rate.  Set to 0 if you only wish to flare based on altitude (see LAND_FLARE_ALT).",0 10,0.1,,
LAND_PF_ALT,Altitude to trigger pre-flare flight stage where LAND_PF_ARSPD controls airspeed. The pre-flare flight stage trigger works just like LAND_FLARE_ALT but higher. Disabled when LAND_PF_ARSPD is 0.,0 30,0.1,,
LAND_PF_SEC,Vertical time to ground to trigger pre-flare flight stage where LAND_PF_ARSPD controls airspeed. This pre-flare flight stage trigger works just like LAND_FLARE_SEC but earlier. Disabled when LAND_PF_ARSPD is 0.,0 10,0.1,,
LAND_PF_ARSPD,Desired airspeed during pre-flare flight stage. This is useful to reduce airspeed just before the flare. Use 0 to disable.,0 30,0.1,,
LAND_THR_SLEW,"This parameter sets the slew rate for the throttle during auto landing. When this is zero the THR_SLEWRATE parameter is used during landing. The value is a percentage throttle change per second, so a value of 20 means to advance the throttle over 5 seconds on landing. Values below 50 are not recommended as it may cause a stall when airspeed is low and you can not throttle up fast enough.",0 127,1,,
LAND_DISARMDELAY,"After a landing has completed using a LAND waypoint, automatically disarm after this many seconds have passed. Use 0 to not disarm.",0 127,1,,
LAND_THEN_NEUTRL,"When enabled, after an autoland and auto-disarm via LAND_DISARMDELAY happens then set all servos to neutral. This is helpful when an aircraft has a rough landing upside down or a crazy angle causing the servos to strain.",,,0|1|2|,
LAND_ABORT_THR,Allow a landing abort to trigger with a throttle > 95%,,,0|1|,
LAND_FLAP_PERCNT,The amount of flaps (as a percentage) to apply in the landing approach and flare of an automatic landing,0 100,1,,
LAND_OPTIONS,Bitmask of options to use with landing.,,,,
LAND_TYPE,Specifies the auto-landing type to use,,,0|1|,
LAND_DS_V_FWD,The forward velocity of the aircraft while stalled,0 20,,,
LAND_DS_SLOPE_A,The a component of distance = a*wind + b,,,,
LAND_DS_SLOPE_B,The a component of distance = a*wind + b,,,,
LAND_DS_APP_EXT,The horizontal distance from which the aircraft will approach before the stall,10 200,,,
LAND_DS_V_DWN,The downward velocity of the aircraft while stalled,0 20,,,
LAND_DS_SLEW_SPD,The speed at which the elevator slews to deepstall,0 2,,,
LAND_DS_ELEV_PWM,The PWM value in microseconds for the elevator at full deflection in deepstall,900 2100,,,
LAND_DS_ARSP_MAX,The maximum aispeed where the deepstall steering controller is allowed to have control,5 20,,,
LAND_DS_ARSP_MIN,Deepstall lowest airspeed where the deepstall controller isn't allowed full control,5 20,,,
LAND_DS_L1,Deepstall L1 navigational controller period,5 50,,,
LAND_DS_L1_I,Deepstall L1 integratior gain,0 1,,,
LAND_DS_YAW_LIM,The yaw rate limit while navigating in deepstall,0 90,,,
LAND_DS_L1_TCON,Time constant for deepstall L1 control,0 1,,,
LAND_DS_P,P gain,,,,
LAND_DS_I,I gain,,,,
LAND_DS_D,D gain,,,,
LAND_DS_IMAX,Maximum integrator value,,,,
LAND_DS_ABORTALT,The minimum altitude which the aircraft must be above to abort a deepstall landing,0 50,,,
LAND_DS_AIL_SCL,A scalar to reduce or increase the aileron control,0 2.0,,,
LGR_ENABLE,Enable landing gear control,,,0|1|,
LGR_STARTUP,Landing Gear Startup behaviour control,,,0|1|2|,
LGR_DEPLOY_PIN,Pin number to use for detection of gear deployment. If set to -1 feedback is disabled.,,,-1|50|51|52|53|54|55|,
LGR_DEPLOY_POL,Polarity for feedback pin. If this is 1 then the pin should be high when gear are deployed. If set to 0 then then deployed gear level is low.,,,0|1|,
LGR_WOW_PIN,Pin number to use for feedback of weight on wheels condition. If set to -1 feedback is disabled.,,,-1|50|51|52|53|54|55|,
LGR_WOW_POL,Polarity for feedback pin. If this is 1 then the pin should be high when there is weight on wheels. If set to 0 then then weight on wheels level is low.,,,0|1|,
LGR_DEPLOY_ALT,Altitude where the landing gear will be deployed. This should be lower than the RETRACT_ALT. If zero then altitude is not used for deploying landing gear. Only applies when vehicle is armed.,0 1000,1,,
LGR_RETRACT_ALT,Altitude where the landing gear will be retracted. This should be higher than the DEPLOY_ALT. If zero then altitude is not used for retracting landing gear. Only applies when vehicle is armed.,0 1000,1,,
LGR_OPTIONS,Options to retract or deploy landing gear in Auto or Guided mode,,,,
LOG_BACKEND_TYPE,Bitmap of what Logger backend types to enable. Block-based logging is available on SITL and boards with dataflash chips. Multiple backends can be selected.,,,,
LOG_FILE_BUFSIZE,"The File and Block backends use a buffer to store data before writing to the block device.  Raising this value may reduce ""gaps"" in your SD card logging.  This buffer size may be reduced depending on available memory.  PixHawk requires at least 4 kilobytes.  Maximum value available here is 64 kilobytes.",,,,
LOG_DISARMED,If LOG_DISARMED is set to 1 then logging will be enabled while disarmed. This can make for very large logfiles but can help a lot when tracking down startup issues,,,0|1|,
LOG_REPLAY,If LOG_REPLAY is set to 1 then the EKF2 state estimator will log detailed information needed for diagnosing problems with the Kalman filter. It is suggested that you also raise LOG_FILE_BUFSIZE to give more buffer space for logging and use a high quality microSD card to ensure no sensor data is lost,,,0|1|,
LOG_FILE_DSRMROT,"When set, the current log file is closed when the vehicle is disarmed.  If LOG_DISARMED is set then a fresh log will be opened. Applies to the File and Block logging backends.",,,0|1|,
LOG_MAV_BUFSIZE,Maximum amount of memory to allocate to AP_Logger-over-mavlink,,,,
LOG_FILE_TIMEOUT,This controls the amount of time before failing writes to a log file cause the file to be closed and logging stopped.,,,,
LOG_FILE_MB_FREE,Set this such that the free space is larger than your largest typical flight log,10 1000,,,
LOG_FILE_RATEMAX,This sets the maximum rate that streaming log messages will be logged to the file backend. A value of zero means that rate limiting is disabled.,0 1000,,,
LOG_MAV_RATEMAX,This sets the maximum rate that streaming log messages will be logged to the mavlink backend. A value of zero means that rate limiting is disabled.,0 1000,,,
LOG_BLK_RATEMAX,This sets the maximum rate that streaming log messages will be logged to the mavlink backend. A value of zero means that rate limiting is disabled.,0 1000,,,
MIS_TOTAL,The number of mission mission items that has been loaded by the ground station. Do not change this manually.,0 32766,1,,True
MIS_RESTART,Controls mission starting point when entering Auto mode (either restart from beginning of mission or resume from last command run),,,0|1|,
MIS_OPTIONS,Bitmask of what options to use in missions.,,,,
MNT_TYPE,"Mount Type (None, Servo or MAVLink)",,,0|1|2|3|4|5|,
MNT_DEFLT_MODE,Mount default operating mode on startup and after control is returned from autopilot,,,0|1|2|3|4|,
MNT_RETRACT_X,Mount roll angle when in retracted position,-180.00 179.99,1,,
MNT_RETRACT_Y,Mount tilt/pitch angle when in retracted position,-180.00 179.99,1,,
MNT_RETRACT_Z,Mount yaw/pan angle when in retracted position,-180.00 179.99,1,,
MNT_NEUTRAL_X,Mount roll angle when in neutral position,-180.00 179.99,1,,
MNT_NEUTRAL_Y,Mount tilt/pitch angle when in neutral position,-180.00 179.99,1,,
MNT_NEUTRAL_Z,Mount pan/yaw angle when in neutral position,-180.00 179.99,1,,
MNT_STAB_ROLL,enable roll stabilisation relative to Earth,,,0|1|,
MNT_STAB_TILT,enable tilt/pitch stabilisation relative to Earth,,,0|1|,
MNT_STAB_PAN,enable pan/yaw stabilisation relative to Earth,,,0|1|,
MNT_RC_IN_ROLL,"0 for none, any other for the RC channel to be used to control roll movements",,,0|5|6|7|8|9|10|11|12|,
MNT_ANGMIN_ROL,Minimum physical roll angular position of mount.,-18000 17999,10,,
MNT_ANGMAX_ROL,Maximum physical roll angular position of the mount,-18000 17999,10,,
MNT_RC_IN_TILT,"0 for none, any other for the RC channel to be used to control tilt (pitch) movements",,,0|5|6|7|8|9|10|11|12|,
MNT_ANGMIN_TIL,Minimum physical tilt (pitch) angular position of mount.,-18000 17999,10,,
MNT_ANGMAX_TIL,Maximum physical tilt (pitch) angular position of the mount,-18000 17999,10,,
MNT_RC_IN_PAN,"0 for none, any other for the RC channel to be used to control pan (yaw) movements",,,0|5|6|7|8|9|10|11|12|,
MNT_ANGMIN_PAN,Minimum physical pan (yaw) angular position of mount.,-18000 17999,10,,
MNT_ANGMAX_PAN,Maximum physical pan (yaw) angular position of the mount,-18000 17999,10,,
MNT_JSTICK_SPD,"0 for position control, small for low speeds, 100 for max speed. A good general value is 10 which gives a movement speed of 3 degrees per second.",0 100,1,,
MNT_LEAD_RLL,"Causes the servo angle output to lead the current angle of the vehicle by some amount of time based on current angular rate, compensating for servo delay. Increase until the servo is responsive but doesn't overshoot. Does nothing with pan stabilization enabled.",0.0 0.2,.005,,
MNT_LEAD_PTCH,Causes the servo angle output to lead the current angle of the vehicle by some amount of time based on current angular rate. Increase until the servo is responsive but doesn't overshoot. Does nothing with pan stabilization enabled.,0.0 0.2,.005,,
MNT2_DEFLT_MODE,Mount default operating mode on startup and after control is returned from autopilot,,,0|1|2|3|4|,
MNT2_RETRACT_X,Mount2 roll angle when in retracted position,-180.00 179.99,1,,
MNT2_RETRACT_Y,Mount2 tilt/pitch angle when in retracted position,-180.00 179.99,1,,
MNT2_RETRACT_Z,Mount2 yaw/pan angle when in retracted position,-180.00 179.99,1,,
MNT2_NEUTRAL_X,Mount2 roll angle when in neutral position,-180.00 179.99,1,,
MNT2_NEUTRAL_Y,Mount2 tilt/pitch angle when in neutral position,-180.00 179.99,1,,
MNT2_NEUTRAL_Z,Mount2 pan/yaw angle when in neutral position,-180.00 179.99,1,,
MNT2_STAB_ROLL,enable roll stabilisation relative to Earth,,,0|1|,
MNT2_STAB_TILT,enable tilt/pitch stabilisation relative to Earth,,,0|1|,
MNT2_STAB_PAN,enable pan/yaw stabilisation relative to Earth,,,0|1|,
MNT2_RC_IN_ROLL,"0 for none, any other for the RC channel to be used to control roll movements",,,0|5|6|7|8|9|10|11|12|,
MNT2_ANGMIN_ROL,Mount2's minimum physical roll angular position,-18000 17999,10,,
MNT2_ANGMAX_ROL,Mount2's maximum physical roll angular position,-18000 17999,10,,
MNT2_RC_IN_TILT,"0 for none, any other for the RC channel to be used to control tilt (pitch) movements",,,0|5|6|7|8|9|10|11|12|,
MNT2_ANGMIN_TIL,Mount2's minimum physical tilt (pitch) angular position,-18000 17999,10,,
MNT2_ANGMAX_TIL,Mount2's maximum physical tilt (pitch) angular position,-18000 17999,10,,
MNT2_RC_IN_PAN,"0 for none, any other for the RC channel to be used to control pan (yaw) movements",,,0|5|6|7|8|9|10|11|12|,
MNT2_ANGMIN_PAN,Mount2's minimum physical pan (yaw) angular position,-18000 17999,10,,
MNT2_ANGMAX_PAN,MOunt2's maximum physical pan (yaw) angular position,-18000 17999,10,,
MNT2_LEAD_RLL,"Causes the servo angle output to lead the current angle of the vehicle by some amount of time based on current angular rate, compensating for servo delay. Increase until the servo is responsive but doesn't overshoot. Does nothing with pan stabilization enabled.",0.0 0.2,.005,,
MNT2_LEAD_PTCH,Causes the servo angle output to lead the current angle of the vehicle by some amount of time based on current angular rate. Increase until the servo is responsive but doesn't overshoot. Does nothing with pan stabilization enabled.,0.0 0.2,.005,,
MNT2_TYPE,"Mount Type (None, Servo or MAVLink)",,,0|1|2|3|4|5|,
MSP_OSD_NCELLS,Used for average cell voltage calculation,,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|,
MSP_OPTIONS,A bitmask to set some MSP specific options,,,,
NAVL1_PERIOD,"Period in seconds of L1 tracking loop. This parameter is the primary control for agressiveness of turns in auto mode. This needs to be larger for less responsive airframes. The default of 20 is quite conservative, but for most RC aircraft will lead to reasonable flight. For smaller more agile aircraft a value closer to 15 is appropriate, or even as low as 10 for some very agile aircraft. When tuning, change this value in small increments, as a value that is much too small (say 5 or 10 below the right value) can lead to very radical turns, and a risk of stalling.",1 60,1,,
NAVL1_DAMPING,Damping ratio for L1 control. Increase this in increments of 0.05 if you are getting overshoot in path tracking. You should not need a value below 0.7 or above 0.85.,0.6 1.0,0.05,,
NAVL1_XTRACK_I,"Crosstrack error integrator gain. This gain is applied to the crosstrack error to ensure it converges to zero. Set to zero to disable. Smaller values converge slower, higher values will cause crosstrack error oscillation.",0 0.1,0.01,,
NAVL1_LIM_BANK,"The sealevel bank angle limit for a continous loiter. (Used to calculate airframe loading limits at higher altitudes). Setting to 0, will instead just scale the loiter radius directly",0 89,,,
NTF_LED_BRIGHT,Select the RGB LED brightness level. When USB is connected brightness will never be higher than low regardless of the setting.,,,0|1|2|3|,
NTF_BUZZ_TYPES,Controls what types of Buzzer will be enabled,,,,
